sttl,sbytes,dbytes,sload,dur,rate,tcprtt,synack,ackdat,ct_dst_src_ltm
0.996078431372549,3.287881162600352e-05,0.0,0.0342375898320381,1.8333336694445065e-07,0.0909090899272727,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001210664716228,0.0,0.1672361346217823,1.3333335777778225e-07,0.124999999925,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,7.272347317277048e-05,0.0,0.1621867802733835,8.333334861111394e-08,0.2000000045,0.0,0.0,0.0,0.032258064516129
0.996078431372549,6.102084530588788e-05,0.0,0.1138952108661401,1.0000001833333673e-07,0.1666666603,0.0,0.0,0.0,0.032258064516129
0.996078431372549,0.0001464221653344,0.0,0.1614274788676092,1.666666972222279e-07,0.1000000022,0.0,0.0,0.0,0.032258064516129
0.996078431372549,5.294045939780228e-05,0.0,0.1984307633260676,5.0000009166668354e-08,0.3333333205000001,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001348588544659,0.0,0.248038451120379,1.0000001833333673e-07,0.1666666603,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,9.473555892238302e-05,0.0,0.0375311842050145,4.6666675222223805e-07,0.0357142851128571,0.0,0.0,0.0,0.032258064516129
0.0,1.5324869825679607e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645
0.0,1.5324869825679607e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645
0.0,1.5324869825679607e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645
0.0,1.5324869825679607e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,9.961165386691744e-05,0.0,0.2760060609989461,6.666667888889114e-08,0.24999999985,0.0,0.0,0.0,0.032258064516129
0.996078431372549,0.0001419640213851,0.0,0.2236684963441277,1.1666668805555949e-07,0.1428571404714285,0.0,0.0,0.0,0.032258064516129
0.996078431372549,0.0001404315344025,0.0,0.1408158959664257,1.8333336694445065e-07,0.0909090899272727,0.0,0.0,0.0,0.0
0.996078431372549,7.160893718544834e-05,0.0,0.1996962697186323,6.666667888889114e-08,0.24999999985,0.0,0.0,0.0,0.032258064516129
0.996078431372549,2.0200964770214025e-05,0.0,0.0794735451129029,5.0000009166668354e-08,0.3333333205000001,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001219023736133,0.0,0.134700069384355,1.666666972222279e-07,0.1000000022,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001075527227765,0.0,0.5952923021270256,3.333333944444556e-08,0.4999999998,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001414067533914,0.0,0.3899012718650863,6.666667888889114e-08,0.24999999985,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001494871392995,0.0,0.164768405053016,1.666666972222279e-07,0.1000000022,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,1.2399212858958954e-05,0.0,0.0170420978810218,1.500000275000051e-07,0.1111111068666666,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,9.125263396200128e-05,0.0,0.1012908075302872,1.666666972222279e-07,0.1000000022,0.0,0.0,0.0,0.032258064516129
0.996078431372549,0.0001416853873883,0.0,0.3125284586166884,8.333334861111394e-08,0.2000000045,0.0,0.0,0.0,0.032258064516129
0.996078431372549,1.825052679240026e-05,0.0,0.0723867299675393,5.0000009166668354e-08,0.3333333205000001,0.0,0.0,0.0,0.032258064516129
0.996078431372549,0.0001028159448304,0.0,0.1627074423589397,1.1666668805555949e-07,0.1428571404714285,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,6.116016230430315e-05,0.0,0.114148307285124,1.0000001833333673e-07,0.1666666603,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001115929157306,0.0,0.6173120428944794,3.333333944444556e-08,0.4999999998,0.0,0.0,0.0,0.0
0.996078431372549,2.3683889730595755e-05,0.0,0.0394836731002619,1.1666668805555949e-07,0.1428571404714285,0.0,0.0,0.0,0.0
0.996078431372549,3.52472005990631e-05,1.828411619937901e-05,5.05083504118949e-07,0.0239027710488413,1.0459040968622876e-05,0.0389813854110923,0.024709091517633,0.0236395520589133,0.0
0.996078431372549,4.917890044059001e-05,0.0,0.0791842877237703,1.1666668805555949e-07,0.1428571404714285,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,3.52472005990631e-05,2.415140721858272e-05,3.764373898314405e-07,0.0320714558797669,8.834440973496678e-06,0.0484358747234372,0.0296009530220144,0.0305861352413873,0.0
0.996078431372549,0.0005523918987165,2.415140721858272e-05,4.043725259074855e-06,0.0462296584754373,7.570898977287303e-06,0.0378839005459948,0.0240933088879715,0.0228859954561253,0.0
0.996078431372549,5.363704438987862e-05,0.0,0.0602885316184768,1.666666972222279e-07,0.1000000022,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,0.0001735889800254,2.415140721858272e-05,2.3478081452090198e-06,0.0244173544765149,1.1603769965188693e-05,0.0578694296559042,0.0299275936318097,0.0425351460575024,0.032258064516129
0.2431372549019607,5.5169531372446586e-05,7.995889621519477e-05,1.1344674847335467e-06,0.0163979030062822,1.7278634948164098e-05,0.0540557090016525,0.0335916087452909,0.0335221720458156,0.0161290322580645
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.0227756568279103e-06,0.0119030355155565,2.100304893699085e-05,0.0424175021882968,0.0247642547325699,0.0280622157090773,0.0161290322580645
0.0,4.736777946119152e-06,0.0,1.1643461848761155e-09,0.9999280833201488,1.6667999949996e-08,0.0,0.0,0.0,0.0161290322580645
0.0,4.736777946119152e-06,0.0,1.164345995050764e-09,0.9999281499868276,1.6667999949996e-08,0.0,0.0,0.0,0.0161290322580645
0.0,4.736777946119152e-06,0.0,1.1643461848761155e-09,0.9999280833201488,1.6667999949996e-08,0.0,0.0,0.0,0.0161290322580645
0.2431372549019607,5.586611636452293e-05,8.637198174781278e-05,7.359306422934236e-07,0.0255875713577214,1.2375801962872594e-05,0.0471855688852311,0.0321099495845404,0.0261904452983462,0.0161290322580645
0.0,4.736777946119152e-06,0.0,1.164345995050764e-09,0.9999281499868276,1.6667999949996e-08,0.0,0.0,0.0,0.0161290322580645
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,9.645487693765216e-07,0.0126215856472907,1.980733994057798e-05,0.0593738265298779,0.0428571694204887,0.0302528904546537,0.0161290322580645
0.996078431372549,3.552583459589363e-05,2.415140721858272e-05,9.61994191102788e-07,0.012655102320102,2.2388864932833404e-05,0.0450918692176953,0.0216286288408163,0.0350064088162366,0.032258064516129
0.996078431372549,0.0001735889800254,2.415140721858272e-05,2.6580676707544944e-06,0.0215672706206662,1.3137191960588426e-05,0.0354212324331113,0.0247310948224674,0.0189700277726751,0.0161290322580645
0.2431372549019607,5.614475036135347e-05,7.736637227647685e-05,1.0708327993293095e-06,0.0176559865702642,1.6047440951857677e-05,0.0719323610186146,0.0398101765594764,0.0499962783112957,0.0
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.1704996361716197e-06,0.0104008019068136,2.4036612927890163e-05,0.057915746971384,0.0278496759006169,0.044884931531171,0.032258064516129
0.996078431372549,0.0001735889800254,2.415140721858272e-05,2.8897407992077364e-06,0.019838203637004,1.428220995715337e-05,0.0511018680008844,0.0328199435475773,0.0305181888145841,0.0161290322580645
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,7.308338131941047e-07,0.0166578697206094,1.5007923954976228e-05,0.0697182886667809,0.033295958705685,0.0542844148651758,0.032258064516129
0.2431372549019607,5.433362938195497e-05,9.646918024597732e-05,1.1099597156131954e-06,0.0165091363600083,1.91813009424561e-05,0.0474794352427668,0.0261092454787857,0.0331851714264447,0.0161290322580645
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.114136522168005e-06,0.0109269686699442,2.2879175931362474e-05,0.052160100903711,0.0373045889596713,0.0269580009136916,0.0161290322580645
0.996078431372549,0.0001735889800254,2.415140721858272e-05,4.245587836584949e-06,0.013502785808844,2.098332793705002e-05,0.0559445134261337,0.0363816897794339,0.0329127028405703,0.032258064516129
0.996078431372549,6.7290110234575e-05,0.0,9.66607164492894e-08,0.2474427953645125,1.414468995756593e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.7290110234575e-05,0.0,9.66607164492894e-08,0.2474427953645125,1.414468995756593e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.7290110234575e-05,0.0,9.66607164492894e-08,0.2474427953645125,1.414468995756593e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,4.5975167165975174e-07,0.0264798048546308,9.441158971676524e-06,0.0401087017675158,0.0253561746231856,0.0243975473729999,0.0161290322580645
0.996078431372549,0.0001735889800254,2.415140721858272e-05,2.9874204034207246e-06,0.0191895535180848,1.476497995570506e-05,0.0639728481092984,0.042801076488446,0.0363154872100241,0.032258064516129
0.996078431372549,6.102084530588788e-05,0.0,9.044797396456316e-08,0.2392545938633422,1.323554996029335e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,9.044797396456316e-08,0.2392545938633422,1.323554996029335e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,9.044797396456316e-08,0.2392545938633422,1.323554996029335e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.359362653759142e-08,0.258872547459967,1.223252996330241e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.327928638582056e-08,0.2598496643057718,1.218653996344038e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.359362653759142e-08,0.258872547459967,1.223252996330241e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.359362653759142e-08,0.258872547459967,1.223252996330241e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.327928638582056e-08,0.2598496643057718,1.218653996344038e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,6.102084530588788e-05,0.0,8.327928638582056e-08,0.2598496643057718,1.218653996344038e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,0.0001735889800254,2.415140721858272e-05,3.2011676405658856e-06,0.01790823661651,1.5821400952535797e-05,0.0579803818692569,0.0396326005922917,0.0319874022544556,0.032258064516129
0.996078431372549,5.475158037720078e-05,0.0,7.270045052936307e-08,0.2663283154935245,1.06384999680845e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,5.475158037720078e-05,0.0,7.629738847150125e-08,0.2537726465249852,1.116484996650545e-06,0.0,0.0,0.0,0.2096774193548387
0.996078431372549,5.475158037720078e-05,0.0,7.270045052936307e-08,0.2663283154935245,1.06384999680845e-06,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,5.475158037720078e-05,0.0,7.629738847150125e-08,0.2537726465249852,1.116484996650545e-06,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,5.475158037720078e-05,0.0,7.270045052936307e-08,0.2663283154935245,1.06384999680845e-06,0.0,0.0,0.0,0.2580645161290322
0.2431372549019607,6.088152830747262e-05,7.641123187800182e-05,9.59962744542433e-07,0.0217253039829724,1.4575938956272184e-05,0.0366513889306849,0.0230910738480495,0.0223820310040569,0.0
0.996078431372549,5.475158037720078e-05,0.0,7.629738847150125e-08,0.2537726465249852,1.116484996650545e-06,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.848231544851367e-05,0.0,6.667223859755258e-08,0.2562428469778553,9.75636997073089e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.848231544851367e-05,0.0,6.667223859755258e-08,0.2562428469778553,9.75636997073089e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.848231544851367e-05,0.0,6.667223859755258e-08,0.2562428469778553,9.75636997073089e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.2542268900755347e-06,0.0097064851128556,2.5755980922732052e-05,0.0467702831244038,0.0306676484479302,0.02723763972551,0.0161290322580645
0.996078431372549,4.221305051982655e-05,0.0,5.40114184079493e-08,0.2741342669246156,7.903669976288991e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.2984908586914084e-08,0.2794452178982899,7.75345997673962e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.2984908586914084e-08,0.2794452178982899,7.75345997673962e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.7676736756787294e-08,0.2567132137307558,8.44002997467991e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.40114184079493e-08,0.2741342669246156,7.903669976288991e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,0.0001735889800254,2.415140721858272e-05,1.396650775143774e-06,0.0410462408584774,6.902784979291645e-06,0.0730609857737804,0.0502279666343125,0.0399910816046829,0.0
0.996078431372549,3.552583459589363e-05,2.415140721858272e-05,6.975454630653686e-07,0.0174528198663503,1.623424695129726e-05,0.0448838338176589,0.0364573067706958,0.0183974340151421,0.0161290322580645
0.996078431372549,4.221305051982655e-05,0.0,5.2984908586914084e-08,0.2794452178982899,7.75345997673962e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.40114184079493e-08,0.2741342669246156,7.903669976288991e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.7676736756787294e-08,0.2567132137307558,8.44002997467991e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,4.221305051982655e-05,0.0,5.7676736756787294e-08,0.2567132137307558,8.44002997467991e-07,0.0,0.0,0.0,0.2580645161290322
0.2431372549019607,6.074221130905736e-05,7.791216678989115e-05,5.163785760833494e-07,0.0402899407198224,8.6870329739389e-06,0.0788974908837317,0.0465459769901214,0.0516631851236249,0.0
0.996078431372549,3.594378559113944e-05,0.0,4.685224848250273e-08,0.2674039323573876,6.85604997943185e-07,0.0,0.0,0.0,0.0967741935483871
0.996078431372549,3.594378559113944e-05,0.0,4.5968803005312544e-08,0.2725429999662166,6.72676997981969e-07,0.0,0.0,0.0,0.0967741935483871
0.996078431372549,3.594378559113944e-05,0.0,4.685224848250273e-08,0.2674039323573876,6.85604997943185e-07,0.0,0.0,0.0,0.2580645161290322
0.996078431372549,3.594378559113944e-05,0.0,4.5968803005312544e-08,0.2725429999662166,6.72676997981969e-07,0.0,0.0,0.0,0.0967741935483871
0.996078431372549,3.594378559113944e-05,0.0,4.5968803005312544e-08,0.2725429999662166,6.72676997981969e-07,0.0,0.0,0.0,0.0967741935483871
0.996078431372549,3.594378559113944e-05,0.0,4.685224848250273e-08,0.2674039323573876,6.85604997943185e-07,0.0,0.0,0.0,0.0967741935483871
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.0992246656413223e-06,0.0110752020304537,2.257295693228113e-05,0.0387427334804845,0.028072498100278,0.0196225183335848,0.032258064516129
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,8.491527518255308e-07,0.0143368026284138,1.7437642947687074e-05,0.0437450035523025,0.0244840999780586,0.0301029985884898,0.032258064516129
0.996078431372549,2.9674520662452325e-05,0.0,4.0723878241208655e-08,0.2517091128133373,5.959259982122219e-07,0.0,0.0,0.0,0.1612903225806451
0.2431372549019607,5.475158037720078e-05,8.377945780909486e-05,5.592787347806841e-07,0.0329907560483052,9.59864997120405e-06,0.0369203957121156,0.0221139411699808,0.0238095888455867,0.0161290322580645
0.996078431372549,2.9674520662452325e-05,0.0,4.0723878241208655e-08,0.2517091128133373,5.959259982122219e-07,0.0,0.0,0.0,0.1612903225806451
0.996078431372549,0.0001735889800254,2.415140721858272e-05,1.9507637662499006e-06,0.0293870887209662,9.641423971075729e-06,0.0597181970788689,0.0484748300787036,0.0245129538667662,0.0
0.996078431372549,3.552583459589363e-05,1.828411619937901e-05,1.1209172173586166e-06,0.0108608686578259,2.3018421930944738e-05,0.0501231857415938,0.0270863781568544,0.0355581747745988,0.032258064516129
0.996078431372549,2.9674520662452325e-05,0.0,3.921317425235903e-08,0.2614063145911577,5.73818998278543e-07,0.0,0.0,0.0,0.0967741935483871
